"Points:0","Points:1","Points:2","U:0","U:1","U:2"
4.4603,0.95016,0.067436,-0.011485,-0.0079694,0.0036188
4.4407,0.85006,0.15001,-0.010143,-0.0060411,0.011065
4.4399,0.74996,0.2484,-0.0069521,-0.0047106,0.018086
4.44,0.64988,0.3487,-0.0041409,-0.0019556,0.018606
4.44,0.54977,0.44941,-0.0011417,0.003212,0.016865
4.44,0.4496,0.54982,0.0019004,0.013555,0.015218
4.4399,0.34926,0.64997,0.0016742,0.017637,0.011534
4.4399,0.24849,0.75001,0.00043076,0.015288,0.0062747
4.4396,0.14664,0.85001,-4.299e-05,0.011806,0.0016224
4.4386,0.042737,0.95001,-0.00014653,0.010388,-0.00074362
4.4363,-0.06452,1.05,2.6421e-05,0.0092019,-0.0010783
4.4387,-0.16866,1.15,-1.4126e-05,0.0067367,-0.00055998
5.6527,-0.1629,0.061376,0.010349,-0.019515,0.003389
5.5514,-0.064061,0.065046,0.016348,-0.033863,0.00319
5.5528,-0.20103,0.14489,0.020478,-0.064519,0.0080356
5.4505,0.041647,0.069974,0.019074,-0.039794,-0.00073644
5.4513,-0.090653,0.14827,0.023051,-0.057467,-0.0002157
5.4513,-0.20661,0.24905,0.026833,-0.077059,-0.0037076
5.3502,0.14563,0.071935,0.020157,-0.044393,-0.0020577
5.3507,0.027656,0.1555,0.023682,-0.060555,-0.0055008
5.3509,-0.10399,0.24981,0.026032,-0.070718,-0.0081708
5.3504,-0.20811,0.35011,0.024192,-0.060665,-0.0063395
5.25,0.24787,0.072587,0.018828,-0.04837,-0.0030235
5.2503,0.13777,0.15921,0.023573,-0.061419,-0.0094437
5.2505,0.013446,0.25362,0.024241,-0.064835,-0.011565
5.2504,-0.11038,0.3506,0.017798,-0.04749,-0.0074058
5.2501,-0.20881,0.45051,0.011722,-0.021527,-0.0021533
5.15,0.34894,0.072795,0.014291,-0.049802,-0.003907
5.1499,0.24305,0.16075,0.021405,-0.060719,-0.012033
5.1498,0.12698,0.25675,0.021239,-0.057197,-0.01451
5.1498,0.0029087,0.35248,0.012049,-0.031511,-0.0073289
5.1499,-0.11341,0.4508,0.0045303,-0.0081631,-9.6874e-05
5.15,-0.20916,0.55047,0.0024946,0.002224,0.00031987
5.0499,0.44942,0.072847,0.0085881,-0.048089,-0.0054725
5.0494,0.34595,0.1613,0.016611,-0.057132,-0.01369
5.0488,0.23582,0.25843,0.015443,-0.045655,-0.015385
5.0485,0.11711,0.35455,0.0078149,-0.017619,-0.0067923
5.0487,-0.0028338,0.45169,0.0030808,0.00052911,0.0004157
5.0493,-0.11474,0.55065,0.00055198,0.0073905,0.0022146
5.0499,-0.20928,0.65029,0.00036337,0.0066073,0.00039211
4.9497,0.54966,0.072806,-0.0007741,-0.044428,-0.0067761
4.9488,0.44764,0.16131,0.0095785,-0.049674,-0.014018
4.9474,0.34155,0.25894,0.0078419,-0.031062,-0.01409
4.9463,0.22918,0.35577,0.0051156,-0.0055029,-0.005077
4.9461,0.11119,0.45272,0.0032403,0.0074092,0.0012981
4.947,-0.0046792,0.55106,0.0011737,0.01051,0.0031227
